ProdTaken,Age,CityTier,DurationOfPitch,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,TypeofContact_Self Enquiry,Occupation_Salaried,Occupation_Small Business,MaritalStatus_Married,MaritalStatus_Unmarried
1,28.0,1,30.0,1,3,4.0,1,5.0,2.0,0,2,0,0.0,1,23722.0,False,False,False,False,True
0,42.0,2,8.0,1,3,1.0,2,5.0,1.0,0,1,1,1.0,0,21272.0,False,False,True,True,False
1,26.0,3,12.0,1,3,5.0,2,3.0,3.0,1,3,1,1.0,0,24422.0,True,False,True,False,True
0,44.0,1,14.0,1,3,2.0,0,3.0,6.0,0,4,1,1.0,2,20767.0,False,False,True,True,False
0,41.0,3,15.0,1,3,3.0,1,3.0,4.0,1,1,0,1.0,1,23189.0,True,True,False,True,False
0,43.0,1,36.0,1,4,4.0,2,4.0,3.0,0,3,1,2.0,0,23112.0,True,True,False,False,False
1,31.0,3,10.0,0,4,4.0,0,3.0,3.0,1,5,1,2.0,2,23305.0,False,False,True,False,True
0,30.0,1,9.0,1,2,3.0,0,3.0,5.0,0,3,1,0.0,2,17097.0,False,True,False,True,False
0,36.0,1,12.0,1,2,3.0,0,3.0,1.0,0,5,1,1.0,2,18210.0,True,True,False,True,False
0,40.0,1,15.0,0,2,3.0,1,3.0,1.0,0,4,1,1.0,1,28499.0,False,False,True,False,True
0,54.0,1,13.0,0,3,3.0,2,3.0,5.0,0,3,1,1.0,0,21854.0,True,False,True,True,False
1,26.0,1,10.0,1,4,4.0,0,5.0,7.0,0,5,1,2.0,2,22709.0,True,False,True,False,False
0,49.0,3,14.0,1,2,4.0,3,4.0,7.0,0,4,1,0.0,3,28120.0,True,False,False,False,False
1,31.0,3,33.0,0,3,5.0,2,5.0,7.0,0,1,1,2.0,0,25374.0,False,False,True,False,True
0,28.0,3,9.0,1,4,4.0,2,3.0,3.0,1,4,1,3.0,0,23156.0,True,True,False,False,True
0,47.0,3,17.0,0,4,5.0,1,3.0,4.0,1,2,1,2.0,1,27749.0,True,False,True,False,False
0,33.0,1,7.0,1,4,4.0,2,5.0,6.0,0,4,1,3.0,0,22765.0,False,False,False,True,False
0,44.0,1,34.0,1,3,2.0,0,4.0,7.0,0,5,1,2.0,2,23554.0,True,False,False,True,False
0,45.0,1,11.0,0,2,5.0,2,5.0,2.0,1,3,1,0.0,0,20769.0,True,False,True,False,True
0,34.0,3,8.0,0,3,3.0,0,3.0,7.0,0,5,1,2.0,2,17231.0,False,False,True,False,False
1,34.0,1,12.0,1,2,3.0,0,5.0,3.0,0,2,1,1.0,2,17960.0,True,False,True,False,True
0,31.0,3,36.0,1,3,4.0,1,4.0,5.0,0,4,0,2.0,1,27928.0,True,False,False,True,False
1,29.0,1,31.0,0,3,4.0,0,4.0,6.0,0,3,0,2.0,2,17546.0,True,False,False,False,False
0,30.0,1,16.0,1,2,5.0,0,3.0,2.0,0,1,1,1.0,2,22661.0,True,True,False,False,True
0,35.0,1,12.0,1,3,5.0,2,3.0,3.0,0,4,1,2.0,0,22664.0,True,False,True,True,False
1,51.0,3,10.0,1,3,5.0,0,3.0,3.0,1,4,1,2.0,2,21361.0,True,False,True,True,False
0,42.0,3,11.0,0,3,4.0,1,3.0,2.0,1,1,0,2.0,1,29125.0,True,False,True,True,False
0,36.0,1,17.0,1,3,4.0,0,3.0,3.0,0,5,0,1.0,2,22595.0,True,True,False,True,False
0,31.0,1,9.0,1,5,5.0,2,3.0,3.0,0,4,1,2.0,0,22830.0,True,True,False,True,False
1,40.0,1,30.0,1,4,4.0,0,5.0,2.0,0,3,0,3.0,2,22582.0,True,False,True,False,True
0,33.0,1,10.0,0,2,4.0,0,4.0,7.0,0,4,0,0.0,2,17622.0,True,False,True,False,False
0,32.0,3,6.0,0,2,3.0,1,3.0,2.0,0,5,1,0.0,1,25422.0,True,False,True,True,False
0,30.0,1,17.0,0,4,4.0,0,4.0,2.0,0,5,0,1.0,2,21969.0,False,True,False,True,False
0,54.0,3,7.0,0,3,4.0,2,5.0,2.0,0,2,1,2.0,0,27059.0,True,False,True,False,True
0,35.0,1,17.0,1,3,4.0,0,4.0,3.0,0,2,1,1.0,2,20686.0,True,True,False,True,False
1,56.0,3,9.0,1,3,4.0,2,3.0,6.0,0,1,1,1.0,0,23838.0,True,False,True,False,True
0,60.0,3,7.0,0,3,5.0,2,3.0,2.0,0,5,1,2.0,0,24151.0,False,True,False,False,True
0,37.0,1,33.0,1,4,4.0,2,3.0,8.0,0,3,1,1.0,0,24025.0,True,True,False,True,False
0,41.0,3,17.0,0,3,5.0,2,4.0,2.0,0,5,1,2.0,0,25530.0,True,False,False,True,False
1,39.0,1,12.0,1,3,3.0,0,5.0,1.0,1,2,1,1.0,2,17404.0,True,False,True,False,False
1,20.0,1,17.0,0,3,4.0,0,5.0,2.0,1,3,0,1.0,2,17600.0,True,False,True,False,True
1,26.0,3,12.0,1,3,5.0,2,3.0,3.0,1,3,0,2.0,0,24422.0,True,False,True,False,True
0,46.0,1,6.0,1,2,3.0,4,3.0,1.0,0,5,1,1.0,4,34627.0,True,False,True,True,False
0,25.0,1,24.0,0,3,5.0,2,3.0,3.0,0,3,0,1.0,0,23055.0,True,False,True,True,False
0,27.0,1,9.0,1,2,4.0,0,3.0,1.0,0,2,0,0.0,2,17045.0,True,False,True,False,True
0,35.0,3,28.0,1,4,3.0,2,3.0,3.0,0,3,1,1.0,0,24015.0,True,True,False,False,True
0,41.0,3,9.0,1,4,4.0,2,4.0,7.0,0,4,1,2.0,0,23005.0,False,False,True,True,False
0,38.0,3,9.0,1,3,3.0,1,3.0,1.0,0,1,1,1.0,1,25609.0,True,True,False,True,False
0,43.0,1,9.0,0,3,4.0,2,3.0,3.0,0,2,1,1.0,0,22767.0,True,True,False,False,False
0,48.0,1,10.0,1,2,3.0,1,3.0,2.0,0,5,1,1.0,1,22898.0,True,True,False,False,True
0,35.0,3,34.0,0,3,4.0,0,3.0,1.0,0,4,1,2.0,2,17430.0,True,True,False,True,False
0,42.0,1,24.0,1,2,3.0,2,5.0,7.0,1,1,0,0.0,0,20410.0,True,True,False,True,False
1,25.0,3,25.0,1,2,4.0,0,4.0,2.0,1,1,0,1.0,2,17413.0,True,False,True,True,False
0,38.0,1,6.0,0,2,3.0,0,5.0,4.0,0,1,0,1.0,2,17619.0,True,True,False,False,True
0,35.0,1,10.0,1,3,5.0,0,3.0,5.0,0,2,1,1.0,2,21657.0,False,True,False,False,False
0,29.0,1,22.0,1,3,4.0,0,3.0,3.0,0,4,0,1.0,2,20885.0,True,True,False,True,False
1,33.0,1,21.0,1,2,3.0,1,3.0,1.0,1,5,1,0.0,1,28610.0,True,False,True,True,False
0,34.0,1,28.0,1,4,2.0,0,4.0,3.0,0,1,1,2.0,2,20706.0,True,False,True,True,False
0,32.0,3,11.0,1,2,3.0,2,4.0,2.0,0,3,1,1.0,0,21524.0,False,True,False,False,False
0,42.0,1,9.0,0,3,1.0,2,3.0,3.0,1,5,0,0.0,0,20231.0,True,True,False,False,False
0,30.0,1,22.0,0,4,6.0,0,3.0,2.0,1,5,1,2.0,2,20846.0,True,True,False,True,False
0,26.0,3,34.0,1,3,3.0,2,4.0,2.0,0,3,1,0.0,0,21272.0,True,False,True,False,False
0,24.0,2,16.0,1,2,3.0,0,3.0,1.0,0,4,1,1.0,2,17145.0,False,False,True,True,False
0,30.0,1,22.0,1,3,4.0,0,3.0,3.0,0,3,1,2.0,2,21018.0,True,True,False,False,True
1,30.0,1,7.0,1,4,5.0,0,5.0,8.0,0,3,0,3.0,2,21040.0,True,False,False,False,True
0,26.0,3,11.0,1,3,5.0,2,5.0,3.0,0,3,1,2.0,0,22934.0,True,False,True,True,False
1,40.0,3,10.0,0,3,4.0,2,3.0,6.0,1,4,1,2.0,0,23916.0,True,False,True,False,False
0,35.0,3,8.0,0,3,3.0,0,3.0,2.0,0,2,1,0.0,2,17014.0,True,False,True,False,False
0,36.0,1,7.0,1,4,4.0,0,5.0,6.0,0,2,0,2.0,2,20872.0,False,False,True,False,False
0,39.0,1,24.0,0,4,5.0,1,3.0,2.0,0,2,0,3.0,1,27501.0,True,True,False,False,False
1,56.0,3,9.0,0,3,5.0,0,3.0,2.0,0,5,0,1.0,2,32255.0,False,True,False,False,True
0,25.0,1,13.0,1,3,4.0,0,3.0,2.0,0,1,0,2.0,2,17889.0,True,False,True,True,False
0,30.0,1,10.0,1,4,5.0,1,3.0,3.0,0,1,0,3.0,1,30613.0,True,False,True,True,False
0,36.0,1,14.0,0,3,2.0,1,5.0,1.0,0,3,0,0.0,1,26713.0,False,True,False,False,False
0,39.0,1,10.0,1,3,4.0,0,3.0,5.0,0,3,1,2.0,2,21499.0,False,True,False,False,False
0,38.0,1,17.0,0,3,2.0,1,3.0,3.0,1,1,0,2.0,1,32422.0,True,True,False,True,False
0,44.0,1,9.0,0,4,2.0,0,3.0,3.0,0,1,1,3.0,2,21323.0,True,False,True,True,False
1,18.0,3,15.0,1,2,3.0,0,3.0,2.0,0,5,0,1.0,2,16611.0,True,False,True,False,True
0,32.0,1,11.0,1,3,3.0,0,4.0,3.0,0,3,1,1.0,2,17718.0,False,False,False,False,True
0,45.0,2,30.0,1,2,3.0,0,4.0,2.0,0,4,0,1.0,2,17177.0,True,False,True,False,True
0,52.0,1,9.0,1,3,6.0,2,4.0,7.0,0,2,0,1.0,0,24160.0,True,False,True,True,False
1,27.0,1,32.0,1,3,6.0,0,3.0,3.0,0,1,0,1.0,2,20971.0,True,True,False,False,True
0,33.0,3,22.0,0,2,3.0,2,3.0,2.0,1,1,0,0.0,0,20368.0,False,True,False,True,False
0,33.0,3,28.0,1,3,3.0,2,4.0,1.0,0,2,0,1.0,0,21146.0,False,False,True,False,False
1,28.0,3,9.0,1,3,4.0,0,5.0,2.0,0,5,0,2.0,2,21719.0,True,False,True,True,False
0,37.0,1,13.0,1,3,6.0,0,3.0,3.0,0,2,0,1.0,2,21419.0,True,True,False,True,False
0,28.0,1,9.0,0,3,4.0,2,3.0,2.0,0,5,0,2.0,0,22905.0,True,True,False,False,False
0,37.0,1,19.0,0,3,5.0,1,3.0,2.0,0,2,1,1.0,1,27536.0,True,False,True,False,True
0,51.0,1,12.0,1,2,3.0,4,3.0,1.0,0,5,1,1.0,4,34537.0,True,True,False,False,True
0,26.0,3,15.0,0,3,4.0,2,3.0,2.0,1,1,1,2.0,0,23585.0,True,True,False,True,False
0,39.0,1,30.0,1,3,5.0,1,3.0,2.0,0,3,1,1.0,1,28204.0,False,True,False,False,True
0,37.0,1,8.0,1,3,4.0,2,3.0,6.0,0,2,0,1.0,0,20163.0,False,True,False,True,False
1,19.0,1,15.0,1,4,4.0,0,3.0,3.0,0,5,1,1.0,2,20582.0,False,False,True,False,True
0,28.0,1,22.0,1,2,3.0,0,3.0,2.0,0,3,0,0.0,2,17144.0,False,False,True,False,True
0,41.0,1,15.0,1,3,3.0,4,3.0,3.0,0,4,0,2.0,4,34419.0,False,False,True,True,False
0,29.0,1,7.0,0,4,4.0,0,5.0,3.0,0,1,1,1.0,2,22269.0,True,False,True,True,False
0,26.0,3,11.0,0,4,5.0,2,3.0,3.0,1,1,0,3.0,0,23165.0,True,True,False,False,True
0,38.0,1,32.0,0,3,5.0,2,3.0,2.0,0,3,1,1.0,0,24409.0,True,False,True,True,False
0,36.0,1,16.0,1,3,4.0,2,3.0,3.0,0,4,0,2.0,0,23776.0,True,False,True,False,True
0,37.0,3,17.0,1,3,4.0,1,3.0,3.0,0,2,1,2.0,1,28658.0,False,False,True,False,True
0,39.0,2,7.0,1,3,2.0,0,3.0,3.0,0,4,1,1.0,2,21522.0,True,True,False,False,False
0,29.0,1,23.0,1,4,3.0,2,5.0,2.0,0,5,0,3.0,0,24339.0,True,False,True,False,True
0,39.0,1,28.0,0,2,3.0,1,5.0,2.0,1,5,1,1.0,1,25880.0,False,False,True,False,True
0,36.0,1,14.0,1,4,5.0,0,3.0,3.0,0,3,1,1.0,2,21368.0,True,True,False,True,False
1,31.0,1,15.0,1,2,4.0,0,5.0,1.0,1,3,1,0.0,2,17321.0,False,False,True,False,True
0,22.0,3,16.0,1,3,4.0,0,3.0,3.0,0,4,0,1.0,2,21288.0,False,False,True,False,True
0,21.0,1,9.0,1,3,4.0,0,3.0,2.0,0,5,1,1.0,2,18230.0,True,False,True,False,True
0,31.0,1,6.0,1,3,4.0,0,5.0,2.0,0,4,0,0.0,2,17218.0,True,True,False,False,False
0,38.0,1,10.0,0,2,3.0,0,3.0,1.0,0,5,0,0.0,2,18306.0,True,False,True,True,False
0,51.0,1,31.0,1,4,4.0,3,3.0,5.0,1,4,1,3.0,3,32651.0,True,True,False,True,False
0,22.0,1,10.0,1,4,5.0,0,3.0,3.0,0,5,1,3.0,2,21908.0,True,False,True,False,True
0,38.0,1,6.0,0,3,3.0,1,5.0,2.0,0,4,1,2.0,1,28582.0,True,False,False,False,False
1,42.0,2,14.0,0,3,4.0,0,3.0,7.0,0,5,1,1.0,2,32861.0,False,True,False,True,False
0,36.0,1,23.0,1,4,4.0,1,3.0,6.0,1,2,0,2.0,1,26310.0,True,True,False,False,False
0,46.0,3,10.0,0,2,4.0,4,4.0,3.0,0,5,1,0.0,4,33789.0,True,False,True,False,False
0,30.0,1,7.0,1,4,6.0,0,3.0,3.0,0,2,1,1.0,2,21398.0,False,True,False,True,False
0,32.0,3,9.0,1,3,4.0,2,5.0,2.0,0,1,0,1.0,0,24010.0,False,True,False,False,True
0,33.0,3,14.0,1,4,4.0,2,3.0,6.0,0,5,1,2.0,0,27882.0,True,False,True,False,False
0,39.0,1,16.0,1,3,3.0,3,5.0,2.0,1,3,1,2.0,3,32068.0,True,False,True,True,False
0,35.0,1,11.0,1,3,3.0,1,4.0,1.0,0,3,0,0.0,1,23095.0,True,False,False,False,True
0,37.0,3,15.0,1,4,5.0,1,5.0,3.0,0,1,0,1.0,1,26265.0,False,True,False,False,True
1,36.0,1,14.0,1,4,4.0,0,4.0,3.0,1,3,1,2.0,2,24041.0,True,True,False,False,True
0,45.0,1,31.0,0,2,3.0,4,4.0,4.0,0,4,1,1.0,4,33061.0,False,False,True,False,True
0,47.0,1,10.0,0,3,4.0,1,4.0,1.0,1,4,1,2.0,1,25333.0,True,True,False,True,False
1,32.0,1,8.0,1,3,3.0,0,4.0,2.0,0,3,1,1.0,2,16393.0,True,True,False,False,True
0,51.0,3,19.0,0,4,4.0,1,3.0,6.0,0,5,0,1.0,1,27886.0,False,False,True,False,True
1,35.0,3,13.0,0,3,6.0,0,3.0,2.0,0,4,0,2.0,2,21029.0,False,False,True,True,False
0,46.0,1,9.0,0,4,5.0,0,3.0,3.0,0,3,1,1.0,2,20952.0,True,True,False,False,True
0,52.0,1,12.0,1,3,3.0,2,5.0,4.0,1,4,1,1.0,0,20577.0,True,False,False,True,False
0,42.0,3,7.0,1,3,2.0,1,5.0,3.0,0,3,1,2.0,1,27070.0,True,False,True,True,False
0,37.0,3,23.0,0,4,5.0,2,5.0,6.0,0,5,1,1.0,0,24325.0,True,False,True,False,False
1,32.0,2,29.0,1,3,6.0,0,3.0,3.0,0,1,0,2.0,2,28530.0,True,True,False,True,False
0,54.0,1,23.0,0,2,3.0,1,3.0,1.0,0,5,0,0.0,1,25739.0,True,False,False,True,False
0,31.0,3,9.0,1,4,4.0,0,4.0,3.0,0,3,1,1.0,2,21154.0,True,False,False,True,False
1,29.0,1,7.0,0,4,6.0,0,4.0,2.0,1,1,1,3.0,2,20894.0,True,True,False,False,True
0,35.0,1,24.0,1,2,1.0,2,5.0,2.0,0,3,0,1.0,0,20208.0,True,True,False,True,False
1,27.0,1,23.0,0,2,3.0,0,3.0,2.0,1,5,1,0.0,2,17394.0,True,True,False,False,True
0,40.0,3,8.0,0,2,3.0,2,4.0,1.0,0,1,0,0.0,0,20715.0,True,False,True,True,False
0,47.0,1,15.0,0,4,5.0,2,5.0,2.0,1,2,1,3.0,0,23293.0,True,True,False,True,False
0,33.0,1,27.0,1,3,1.0,0,4.0,2.0,0,1,1,1.0,2,17028.0,True,False,True,True,False
0,34.0,1,7.0,0,3,2.0,2,4.0,3.0,1,3,1,1.0,0,24166.0,False,True,False,True,False
0,28.0,3,27.0,0,3,4.0,2,3.0,3.0,0,1,1,2.0,0,28659.0,False,True,False,False,True
0,49.0,1,10.0,1,2,4.0,4,3.0,3.0,0,3,0,0.0,4,33711.0,True,False,True,False,False
0,26.0,1,12.0,0,2,4.0,0,4.0,2.0,0,3,1,1.0,2,17368.0,True,True,False,True,False
0,19.0,1,9.0,0,3,3.0,0,4.0,2.0,0,3,1,0.0,2,16483.0,True,False,True,False,True
0,45.0,1,6.0,0,3,3.0,0,3.0,4.0,0,5,1,0.0,2,17270.0,True,False,True,True,False
0,44.0,1,15.0,0,4,4.0,2,3.0,6.0,1,2,0,1.0,0,23200.0,True,True,False,True,False
0,39.0,1,22.0,1,4,5.0,1,3.0,2.0,1,5,1,3.0,1,30188.0,True,True,False,True,False
0,30.0,1,22.0,1,2,3.0,0,3.0,2.0,0,1,0,0.0,2,17862.0,True,True,False,True,False
0,28.0,3,6.0,1,3,4.0,2,3.0,2.0,0,3,0,2.0,0,23020.0,False,False,True,False,False
1,19.0,3,11.0,1,3,3.0,1,4.0,1.0,1,4,1,0.0,1,17994.0,True,True,False,False,True
0,44.0,3,11.0,1,2,3.0,4,4.0,1.0,0,5,1,1.0,4,33213.0,True,False,True,False,False
0,39.0,1,25.0,1,3,6.0,2,3.0,5.0,1,5,0,2.0,0,24489.0,True,False,True,True,False
0,37.0,1,10.0,0,3,4.0,0,3.0,7.0,0,2,1,1.0,2,21513.0,True,True,False,True,False
0,56.0,3,12.0,0,2,2.0,3,5.0,1.0,0,3,1,0.0,3,28212.0,False,True,False,False,False
1,45.0,3,7.0,1,3,4.0,2,5.0,2.0,0,4,1,2.0,0,33061.0,True,True,False,True,False
1,37.0,3,10.0,1,3,5.0,1,3.0,3.0,1,2,1,1.0,1,29003.0,True,True,False,False,False
0,33.0,3,12.0,1,3,4.0,2,4.0,3.0,0,3,1,2.0,0,25202.0,False,True,False,False,False
0,43.0,3,31.0,1,3,4.0,1,3.0,6.0,0,4,1,1.0,1,25798.0,True,False,True,True,False
0,44.0,1,16.0,1,4,4.0,2,3.0,5.0,1,3,1,3.0,0,24357.0,False,False,True,True,False
0,24.0,1,19.0,1,4,4.0,0,3.0,3.0,0,5,1,1.0,2,21325.0,True,True,False,False,True
0,31.0,1,14.0,1,3,4.0,2,3.0,3.0,0,5,1,2.0,0,22169.0,True,True,False,True,False
1,29.0,1,12.0,1,3,4.0,0,3.0,3.0,1,1,0,1.0,2,22119.0,True,False,False,False,True
1,38.0,1,35.0,1,3,3.0,2,5.0,1.0,1,3,1,2.0,0,21673.0,True,False,True,True,False
0,33.0,3,17.0,1,3,4.0,2,3.0,3.0,0,4,1,2.0,0,24074.0,True,False,True,False,True
0,58.0,1,7.0,1,3,4.0,2,3.0,4.0,0,3,1,2.0,0,25433.0,True,False,True,False,False
0,22.0,1,25.0,1,3,3.0,0,3.0,2.0,0,2,0,1.0,2,17323.0,True,False,True,False,False
1,22.0,1,17.0,0,3,5.0,0,5.0,3.0,0,3,1,1.0,2,20094.0,True,True,False,False,True
1,33.0,1,9.0,1,3,3.0,0,5.0,2.0,1,5,1,2.0,2,18348.0,False,True,False,False,True
0,33.0,1,7.0,1,3,4.0,2,3.0,3.0,1,4,1,1.0,0,24840.0,True,False,True,False,False
0,28.0,1,9.0,1,3,4.0,0,3.0,4.0,0,3,0,2.0,2,21258.0,False,False,True,False,True
0,26.0,1,13.0,1,3,3.0,0,3.0,2.0,0,4,1,2.0,2,17570.0,False,False,True,False,True
0,37.0,1,12.0,0,3,4.0,1,5.0,6.0,0,4,1,2.0,1,26686.0,True,True,False,True,False
1,34.0,1,9.0,0,3,4.0,0,5.0,2.0,0,3,1,1.0,2,21385.0,True,True,False,False,False
0,32.0,1,31.0,0,2,4.0,2,3.0,4.0,0,1,1,1.0,0,23916.0,False,False,False,False,True
1,33.0,1,9.0,1,4,4.0,0,4.0,3.0,0,3,1,2.0,2,20071.0,True,True,False,False,True
0,60.0,1,25.0,1,4,4.0,1,3.0,8.0,0,3,1,2.0,1,29190.0,True,False,True,False,True
0,24.0,1,23.0,1,3,4.0,0,4.0,2.0,0,3,1,1.0,2,17127.0,True,True,False,False,False
1,35.0,3,8.0,0,3,6.0,0,3.0,3.0,0,3,0,2.0,2,23122.0,False,True,False,False,True
0,48.0,3,10.0,0,3,4.0,3,3.0,2.0,1,5,1,2.0,3,32448.0,False,False,True,True,False
0,58.0,1,7.0,1,3,4.0,2,3.0,4.0,0,3,0,2.0,0,25433.0,True,False,True,True,False
0,56.0,1,15.0,1,2,3.0,3,3.0,1.0,0,4,0,0.0,3,26103.0,True,False,True,False,False
1,30.0,1,32.0,0,4,5.0,0,4.0,7.0,0,3,0,3.0,2,21224.0,True,False,False,False,False
0,35.0,1,12.0,1,2,5.0,2,3.0,2.0,0,5,0,1.0,0,21646.0,True,True,False,False,True
0,27.0,1,30.0,0,3,4.0,0,3.0,3.0,0,3,1,2.0,2,21564.0,True,True,False,True,False
0,26.0,1,29.0,0,2,3.0,0,3.0,2.0,0,3,1,1.0,2,17886.0,True,True,False,True,False
0,35.0,1,7.0,0,3,5.0,0,4.0,7.0,0,1,1,2.0,2,21972.0,True,True,False,False,False
0,32.0,2,9.0,1,4,5.0,2,5.0,5.0,0,3,0,2.0,0,25088.0,True,True,False,False,False
0,54.0,1,11.0,1,2,3.0,4,5.0,5.0,0,4,1,0.0,4,34406.0,True,False,True,True,False
0,37.0,3,22.0,1,3,4.0,2,3.0,5.0,0,5,1,2.0,0,21334.0,True,False,True,True,False
1,51.0,1,14.0,1,2,5.0,1,3.0,3.0,0,1,1,0.0,1,25650.0,False,True,False,False,True
1,47.0,3,16.0,1,4,5.0,1,3.0,3.0,0,5,1,3.0,1,28297.0,True,False,True,False,True
0,41.0,3,8.0,1,2,3.0,3,4.0,2.0,0,3,1,1.0,3,31015.0,True,True,False,False,True
0,48.0,3,35.0,0,3,3.0,1,3.0,4.0,0,4,0,1.0,1,27504.0,True,False,True,True,False
0,34.0,1,7.0,1,3,4.0,2,5.0,1.0,0,1,0,0.0,0,20343.0,False,False,True,False,True
1,40.0,3,12.0,1,3,4.0,2,3.0,5.0,0,1,0,1.0,0,20764.0,True,False,False,True,False
0,50.0,1,34.0,1,3,2.0,0,3.0,2.0,1,2,1,2.0,2,18221.0,True,False,True,False,False
0,31.0,1,35.0,0,4,4.0,2,3.0,3.0,0,3,0,3.0,0,24453.0,True,False,True,False,False
0,26.0,1,29.0,0,2,3.0,0,3.0,2.0,0,3,0,0.0,2,17886.0,True,True,False,True,False
0,50.0,1,6.0,0,3,3.0,4,4.0,4.0,1,2,0,2.0,4,33172.0,False,True,False,False,False
1,21.0,3,6.0,0,2,4.0,0,4.0,2.0,1,5,1,1.0,2,17174.0,False,False,False,False,True
0,37.0,1,9.0,1,2,3.0,1,3.0,2.0,0,2,1,0.0,1,24434.0,True,True,False,False,False
1,26.0,3,10.0,1,2,4.0,2,3.0,2.0,1,1,1,0.0,0,20828.0,True,False,True,False,True
0,35.0,1,10.0,1,3,5.0,0,3.0,5.0,0,1,0,1.0,2,21657.0,False,True,False,True,False
0,47.0,1,7.0,1,4,4.0,1,5.0,2.0,0,1,0,3.0,1,28074.0,True,False,True,True,False
0,46.0,3,32.0,1,3,4.0,2,4.0,1.0,0,4,1,2.0,0,22991.0,False,True,False,False,True
0,32.0,1,6.0,0,3,4.0,0,4.0,7.0,0,3,1,0.0,2,17332.0,False,True,False,False,False
1,39.0,3,11.0,1,2,3.0,2,3.0,4.0,0,2,0,1.0,0,17086.0,True,False,False,False,False
0,31.0,1,15.0,1,2,3.0,1,4.0,2.0,0,3,1,1.0,1,25648.0,True,True,False,True,False
0,38.0,1,35.0,0,2,3.0,2,3.0,2.0,0,3,1,0.0,0,17406.0,False,True,False,False,True
0,36.0,1,6.0,0,2,3.0,2,4.0,1.0,0,5,0,0.0,0,20228.0,True,True,False,False,False
1,20.0,1,16.0,1,2,3.0,0,3.0,2.0,1,5,0,0.0,2,16009.0,True,False,True,False,True
0,44.0,1,34.0,0,3,4.0,1,5.0,2.0,0,4,0,1.0,1,29498.0,False,True,False,False,False
0,27.0,1,23.0,1,2,3.0,0,4.0,1.0,1,4,0,0.0,2,18058.0,True,False,False,True,False
0,40.0,1,7.0,1,3,2.0,1,3.0,2.0,0,3,1,1.0,1,28291.0,True,False,True,True,False
0,34.0,1,9.0,1,3,4.0,0,3.0,2.0,0,3,1,1.0,2,21178.0,True,True,False,False,True
0,39.0,1,9.0,1,4,4.0,0,3.0,8.0,1,4,0,1.0,2,21735.0,True,False,True,False,False
0,38.0,3,8.0,1,2,3.0,1,4.0,1.0,0,4,1,0.0,1,22351.0,True,False,True,False,True
0,46.0,1,13.0,1,3,4.0,1,5.0,6.0,1,3,0,1.0,1,31923.0,True,True,False,False,False
0,37.0,3,22.0,1,3,6.0,2,3.0,3.0,0,1,1,1.0,0,24084.0,False,False,True,True,False
1,49.0,3,9.0,1,3,5.0,2,4.0,2.0,1,1,1,1.0,0,26576.0,True,False,True,False,True
0,38.0,1,7.0,0,3,5.0,0,5.0,4.0,0,4,1,2.0,2,22598.0,True,False,True,False,False
0,33.0,3,11.0,0,3,4.0,0,4.0,4.0,0,3,1,1.0,2,22609.0,True,True,False,False,False
0,36.0,1,7.0,1,4,5.0,0,5.0,3.0,0,1,0,3.0,2,21128.0,True,False,True,False,True
0,38.0,1,6.0,0,3,3.0,1,5.0,2.0,0,4,1,1.0,1,28582.0,True,False,False,True,False
1,38.0,2,13.0,1,4,4.0,0,5.0,6.0,1,1,0,3.0,2,20751.0,True,True,False,True,False
0,38.0,1,14.0,1,4,4.0,2,5.0,7.0,1,3,0,1.0,0,22962.0,True,False,True,True,False
0,33.0,3,12.0,1,3,4.0,2,4.0,3.0,0,3,1,2.0,0,25202.0,False,True,False,True,False
0,36.0,1,17.0,1,3,4.0,0,3.0,3.0,0,5,1,1.0,2,22595.0,True,True,False,True,False
0,47.0,3,8.0,0,2,1.0,3,4.0,7.0,0,1,0,0.0,3,30972.0,True,True,False,True,False
0,29.0,1,24.0,1,4,4.0,2,5.0,3.0,0,1,0,2.0,0,23236.0,True,False,True,True,False
0,37.0,1,16.0,0,2,1.0,1,3.0,2.0,1,1,0,1.0,1,28744.0,True,True,False,True,False
0,54.0,1,23.0,0,2,3.0,1,3.0,1.0,0,5,1,0.0,1,25739.0,True,False,False,False,False
0,27.0,1,9.0,1,2,3.0,0,3.0,2.0,0,2,1,0.0,2,16706.0,False,False,True,False,False
0,39.0,1,19.0,0,3,4.0,3,4.0,7.0,1,3,1,2.0,3,32123.0,True,False,True,True,False
0,54.0,1,14.0,1,3,3.0,3,3.0,5.0,0,2,0,1.0,3,33492.0,True,True,False,False,False
0,38.0,3,8.0,0,2,3.0,2,5.0,4.0,0,4,0,1.0,0,21893.0,True,True,False,True,False
0,37.0,3,7.0,1,3,4.0,2,3.0,3.0,1,3,1,2.0,0,24879.0,True,True,False,True,False
0,20.0,3,8.0,0,2,3.0,0,3.0,2.0,0,4,0,0.0,2,17783.0,True,False,True,False,True
0,47.0,1,25.0,0,3,4.0,2,3.0,4.0,0,5,1,2.0,0,23488.0,True,False,True,True,False
0,44.0,1,14.0,1,3,3.0,0,3.0,6.0,0,4,0,2.0,2,20767.0,False,False,True,True,False
1,36.0,3,9.0,1,2,4.0,1,3.0,2.0,1,2,1,0.0,1,25325.0,True,True,False,False,False
